complex,name,genes,source
G7721-MONOMER,G7721-MONOMER,b3358(),Sync
EG11620-MONOMER,EG11620-MONOMER,b1286(),Sync
GLUTATHIONE-SYN-MONOMER,GLUTATHIONE-SYN-MONOMER,b2947(),Sync
G0-16719-MONOMER,G0-16719-MONOMER,b4692(),Sync
EG10863-MONOMER,EG10863-MONOMER,b3643(),Sync
EG12172-MONOMER,EG12172-MONOMER,b1103(),Sync
EG10860-MONOMER,EG10860-MONOMER,b0214(),Sync
G7599-MONOMER,G7599-MONOMER,b3080(),Sync
EG10857-MONOMER,EG10857-MONOMER,b2567(),Sync
EG11386-MONOMER,EG11386-MONOMER,b4486(),Sync
EG10743-MONOMER,EG10743-MONOMER,b3164(),Sync
G7376-MONOMER,G7376-MONOMER,b2641(),Sync
EG11850-MONOMER,EG11850-MONOMER,b3885(),Sync
NAD-SYNTH-MONOMER,NAD-SYNTH-MONOMER,b1740(),Sync
G6535-MONOMER,G6535-MONOMER,b1028(),Sync
EG11692-MONOMER,EG11692-MONOMER,b3665(),Sync
EG11259-MONOMER,EG11259-MONOMER,b4179(),Sync
G7409-MONOMER,G7409-MONOMER,b2700(),Sync
G0-16716-MONOMER,G0-16716-MONOMER,b4630(),Sync
EG10861-MONOMER,EG10861-MONOMER,b0183(),Sync
MONOMER0-541,MONOMER0-541,b2615(),Sync
G6456-MONOMER,G6456-MONOMER,b0872(),Sync
EG10858-MONOMER,EG10858-MONOMER,b1804(),Sync
EG11298-MONOMER,EG11298-MONOMER,b3248(),Sync
EG10844-MONOMER,EG10844-MONOMER,b3780(),Sync
QUINOLINATE-SYNTHA-MONOMER,QUINOLINATE-SYNTHA-MONOMER,b0750(),Sync
G7145-MONOMER,G7145-MONOMER,b2146(),Sync
EG10862-MONOMER,EG10862-MONOMER,b3704(),Sync
QUINOPRIBOTRANS-MONOMER,QUINOPRIBOTRANS-MONOMER,b0109(),Sync
EG10659-MONOMER,EG10659-MONOMER,b0553(),Sync
G6326-MONOMER,G6326-MONOMER,b0581(),Sync
EG10859-MONOMER,EG10859-MONOMER,b1084(),Sync
MODC-MONOMER,MODC-MONOMER,b0765(),Sync
G7918-MONOMER,G7918-MONOMER,b4308(),Sync
THIOESTERII-MONOMER,THIOESTERII-MONOMER,b0452(),Sync
EG10856-MONOMER,EG10856-MONOMER,b0611(),Sync
G7120-MONOMER,G7120-MONOMER,b2083(),Sync
G7901-MONOMER,G7901-MONOMER,b4280(),Sync
G7175-MONOMER,G7175-MONOMER,b2268(),Sync
EG11595-MONOMER,EG11595-MONOMER,b0781(),Sync
G6295-MONOMER,G6295-MONOMER,b0539(),Sync
G6791-MONOMER,G6791-MONOMER,b1501(),Sync
EG10825-MONOMER,EG10825-MONOMER,b2822(),Sync
G0-16713-MONOMER,G0-16713-MONOMER,b4632(),Sync
EG12633-MONOMER,EG12633-MONOMER,b3034(),Sync
EG11915-MONOMER,EG11915-MONOMER,b3998(),Sync
G7740-MONOMER,G7740-MONOMER,b3397(),Sync
EG11666-MONOMER,EG11666-MONOMER,b0783(),Sync
AGAA-MONOMER,AGAA-MONOMER,b3135(),Sync
G6717-MONOMER,G6717-MONOMER,b1396(),Sync
EG11098-MONOMER,EG11098-MONOMER,b0422(),Sync
G7863-MONOMER,G7863-MONOMER,b4205(),Sync
EG12293-MONOMER,EG12293-MONOMER,b3589(),Sync
EG11063-MONOMER,EG11063-MONOMER,b1913(),Sync
G6837-MONOMER,G6837-MONOMER,b1579(),Sync
G7636-MONOMER,G7636-MONOMER,b3141(),Sync
EG10926-MONOMER,EG10926-MONOMER,b2011(),Sync
MODA-MONOMER,MODA-MONOMER,b0763(),Sync
G6170-MONOMER,G6170-MONOMER,b0300(),Sync
G6647-MONOMER,G6647-MONOMER,b1309(),Sync
EG10826-MONOMER,EG10826-MONOMER,b2819(),Sync
G0-16672-MONOMER,G0-16672-MONOMER,b4657(),Sync
G6634-MONOMER,G6634-MONOMER,b1266(),Sync
MONOMER0-4125,MONOMER0-4125,b0784(),Sync
EG11728-MONOMER,EG11728-MONOMER,b3718(),Sync
EG10575-MONOMER,EG10575-MONOMER,b4345(),Sync
EG12161-MONOMER,EG12161-MONOMER,b0297(),Sync
EG11336-MONOMER,EG11336-MONOMER,b2945(),Sync
ENTA-MONOMER,ENTA-MONOMER,b0596(),Sync
G7633-MONOMER,G7633-MONOMER,b3134(),Sync
EG11072-MONOMER,EG11072-MONOMER,b2509(),Sync
G6771-MONOMER,G6771-MONOMER,b1470(),Sync
EG11438-MONOMER,EG11438-MONOMER,b1087(),Sync
EG10927-MONOMER,EG10927-MONOMER,b0397(),Sync
G6114-MONOMER,G6114-MONOMER,b0230(),Sync
G7158-MONOMER,G7158-MONOMER,b2245(),Sync
G7016-MONOMER,G7016-MONOMER,b1844(),Sync
G7653-MONOMER,G7653-MONOMER,b3159(),Sync
G6428-MONOMER,G6428-MONOMER,b0825(),Sync
EG10824-MONOMER,EG10824-MONOMER,b2820(),Sync
EG11241-MONOMER,EG11241-MONOMER,b0897(),Sync
EG11547-MONOMER,EG11547-MONOMER,b1652(),Sync
G7582-MONOMER,G7582-MONOMER,b3042(),Sync
EG11770-MONOMER,EG11770-MONOMER,b0501(),Sync
G6810-MONOMER,G6810-MONOMER,b1524(),Sync
EG10459-MONOMER,EG10459-MONOMER,b4350(),Sync
EG11396-MONOMER,EG11396-MONOMER,b3843(),Sync
G7478-MONOMER,G7478-MONOMER,b2858(),Sync
EG12702-MONOMER,EG12702-MONOMER,b0901(),Sync
EG11094-MONOMER,EG11094-MONOMER,b0398(),Sync
G6912-MONOMER,G6912-MONOMER,b1686(),Sync
YCJV-MONOMER,YCJV-MONOMER,b1318(),Sync
G7868-MONOMER,G7868-MONOMER,b4211(),Sync
EG10830-MONOMER,EG10830-MONOMER,b2892(),Sync
DXPREDISOM-MONOMER,DXPREDISOM-MONOMER,b0173(),Sync
G0-16720-MONOMER,G0-16720-MONOMER,b4693(),Sync
G6727-MONOMER,G6727-MONOMER,b1408(),Sync
3-OXOACYL-ACP-SYNTHII-MONOMER,3-OXOACYL-ACP-SYNTHII-MONOMER,b1095(),Sync
EG11294-MONOMER,EG11294-MONOMER,b1208(),Sync
G0-16666-MONOMER,G0-16666-MONOMER,b4650(),Sync
EG12298-MONOMER,EG12298-MONOMER,b3614(),Sync
G7717-MONOMER,G7717-MONOMER,b3351(),Sync
FABB-MONOMER,FABB-MONOMER,b2323(),Sync
G7651-MONOMER,G7651-MONOMER,b3157(),Sync
EG11496-MONOMER,EG11496-MONOMER,b0236(),Sync
G6654-MONOMER,G6654-MONOMER,b1316(),Sync
G7423-MONOMER,G7423-MONOMER,b2747(),Sync
G7383-MONOMER,G7383-MONOMER,b2648(),Sync
G6596-MONOMER,G6596-MONOMER,b1152(),Sync
EG11816-MONOMER,EG11816-MONOMER,b2746(),Sync
G0-16717-MONOMER,G0-16717-MONOMER,b4633(),Sync
EG11208-MONOMER,EG11208-MONOMER,b4017(),Sync
G7652-MONOMER,G7652-MONOMER,b3158(),Sync
DIENOYLCOAREDUCT-MONOMER,DIENOYLCOAREDUCT-MONOMER,b3081(),Sync
EG11474-MONOMER,EG11474-MONOMER,b3834(),Sync
EG11853-MONOMER,EG11853-MONOMER,b3888(),Sync
OPPSYN-MONOMER,OPPSYN-MONOMER,b3187(),Sync
PHNE-MONOMER,PHNE-MONOMER,b4583(),Sync
BIOTIN-CARBOXYL-MONOMER,BIOTIN-CARBOXYL-MONOMER,b3256(),Sync
HOLO-ACP-SYNTH-MONOMER,HOLO-ACP-SYNTH-MONOMER,b2563(),Sync
G6365-MONOMER,G6365-MONOMER,b0662(),Sync
G6376-MONOMER,G6376-MONOMER,b0703(),Sync
CFA-MONOMER,CFA-MONOMER,b1661(),Sync
EG11333-MONOMER,EG11333-MONOMER,b2906(),Sync
FABZ-MONOMER,FABZ-MONOMER,b0180(),Sync
G0-16659-MONOMER,G0-16659-MONOMER,b4638(),Sync
FABH-MONOMER,FABH-MONOMER,b1091(),Sync
YHDW-MONOMER,YHDW-MONOMER,b3268(),Sync
CARBOXYL-TRANSFERASE-ALPHA-MONOMER,CARBOXYL-TRANSFERASE-ALPHA-MONOMER,b0185(),Sync
SFUC-MONOMER,SFUC-MONOMER,b0066(),Sync
EG10010-MONOMER,EG10010-MONOMER,b1456(),Sync
FABA-MONOMER,FABA-MONOMER,b0954(),Sync
G7902-MONOMER,G7902-MONOMER,b4281(),Sync
CARBOXYL-TRANSFERASE-BETA-MONOMER,CARBOXYL-TRANSFERASE-BETA-MONOMER,b2316(),Sync
DXS-MONOMER,DXS-MONOMER,b0420(),Sync
G7044-MONOMER,G7044-MONOMER,b1936(),Sync
THIH-MONOMER,THIH-MONOMER,b3990(),Sync
G6231-MONOMER,G6231-MONOMER,b0392(),Sync
HMP-P-KIN-MONOMER,HMP-P-KIN-MONOMER,b2103(),Sync
THIS-MONOMER,THIS-MONOMER,b4407(),Sync
EG12208-MONOMER,EG12208-MONOMER,b4581(),Sync
THIF-MONOMER,THIF-MONOMER,b3992(),Sync
G7760-MONOMER,G7760-MONOMER,b3443(),Sync
SFUA-MONOMER,SFUA-MONOMER,b0068(),Sync
G6796-MONOMER,G6796-MONOMER,b1506(),Sync
G0-9563-MONOMER,"toxic membrane protein, small",b4412(),GenBank
EG11078-MONOMER,DNA-binding transcriptional activator,b0020(),GenBank
EG10054-MONOMER,DNA-binding transcriptional dual regulator,b0064(),GenBank
G0-10617-MONOMER,Inhibitor of glucose uptake,b4662(),GenBank
EG10531-MONOMER,DNA-binding transcriptional activator,b0076(),GenBank
EG10338-MONOMER,DNA-binding transcriptional repressor-activator for carbon metabolism,b0080(),GenBank
G372-MONOMER,hypothetical protein,b4406(),GenBank
G0-10583-MONOMER,hypothetical protein,b4586(),GenBank
G0-10432-MONOMER,hypothetical protein,b4504(),GenBank
G6145-MONOMER,IS1 transposase B,b0274(),GenBank
G6146-MONOMER,IS1 repressor TnpA,b0275(),GenBank
G0-10434-MONOMER,RpmJ-like protein,b4506(),GenBank
G0-10654-MONOMER,hypothetical protein,b4671(),GenBank
EG10111-MONOMER,DNA-binding transcriptional repressor,b0313(),GenBank
EG11421-MONOMER,transcriptional activator of cyn operon; autorepressor,b0338(),GenBank
EG10525-MONOMER,DNA-binding transcriptional repressor,b0345(),GenBank
G6223-MONOMER,IS3 transposase B,b0372(),GenBank
G6224-MONOMER,IS3 transposase A,b0373(),GenBank
EG10728-MONOMER,DNA-binding response regulator in two-component regulatory system with PhoR (or CreC),b0399(),GenBank
EG10125-MONOMER,"stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC",b0435(),GenBank
EG12191-MONOMER,"nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB",b0450(),GenBank
EG10245-MONOMER,"DNA polymerase III/DNA elongation factor III, tau and gamma subunits",b0470(),GenBank
G6296-MONOMER,IS3 transposase A,b0540(),GenBank
G6297-MONOMER,IS3 transposase B,b0541(),GenBank
G0-10584-MONOMER,"hypothetical protein, DLP12 prophage",b4588(),GenBank
G0-10435-MONOMER,"expressed protein, DLP12 prophage",b4509(),GenBank
G6308-MONOMER,IS5 transposase and trans-activator,b0552(),GenBank
G0-10436-MONOMER,DLP12 prophage; predicted lipoprotein,b4510(),GenBank
G0-10585-MONOMER,hypothetical protein,b4589(),GenBank
EG10050-MONOMER,DNA-binding global transcriptional activator; DLP12 prophage,b0564(),GenBank
EG10268-MONOMER,DNA-binding transcriptional activator of porin biosynthesis,b0566(),GenBank
G6318-MONOMER,"sensory histidine kinase in two-component regulatory system with CusR, senses copper ions",b0570(),GenBank
G6319-MONOMER,DNA-binding response regulator in two-component regulatory system with CusS,b0571(),GenBank
G0-9582-MONOMER,"toxic polypeptide, small",b4415(),GenBank
G6327-MONOMER,IS186 transposase,b0582(),GenBank
G0-10437-MONOMER,"stimulator of EntF adenylation activity, MbtH-like",b4511(),GenBank
G0-10438-MONOMER,"conserved protein, DUF466 family",b4512(),GenBank
G6345-MONOMER,sensory histidine kinase in two-component regulatory system with citB,b0619(),GenBank
G6346-MONOMER,DNA-binding response regulator in two-component regulatory system with citA,b0620(),GenBank
G6360-MONOMER,IS5 transposase and trans-activator,b0656(),GenBank
EG10636-MONOMER,"DNA-binding transcriptional dual regulator, repressor of N-acetylglucosamine",b0676(),GenBank
EG10359-MONOMER,DNA-binding transcriptional dual regulator of siderophore biosynthesis and transport,b0683(),GenBank
G0-10580-MONOMER,ryhB-regulated fur leader peptide,b4637(),GenBank
G0-10586-MONOMER,hypothetical protein,b4590(),GenBank
EG10517-MONOMER,DNA-binding response regulator in two-component regulatory system with KdpD,b0694(),GenBank
EG11109-MONOMER,"DNA-binding transcriptional dual regulator, fatty-acyl-binding",b0730(),GenBank
G0-10441-MONOMER,hypothetical protein,b4515(),GenBank
G6395-MONOMER,DNA-binding transcriptional repressor for the molybdenum transport operon modABC,b0761(),GenBank
EG11596-MONOMER,molybdopterin biosynthesis protein B,b0782(),GenBank
G0-10715-MONOMER,"Mn(2)-response protein, MntR-repressed",b4705(),GenBank
EG10223-MONOMER,DNA-binding transcriptional repressor,b0840(),GenBank
G6461-MONOMER,"macrolide transporter subunit, membrane fusion protein (MFP) component",b0878(),GenBank
G6462-MONOMER,fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component,b0879(),GenBank
EG10547-MONOMER,"DNA-binding transcriptional dual regulator, leucine-binding",b0889(),GenBank
G6466-MONOMER,putative transporter,b0899(),GenBank
EG10441-MONOMER,"integration host factor (IHF), DNA-binding protein, beta subunit",b0912(),GenBank
G0-10588-MONOMER,hypothetical protein,b4592(),GenBank
G0-10430-MONOMER,IS1 repressor TnpA,b4516(),GenBank
G0-9662-MONOMER,multicopy suppressor of secG(Cs) and fabA6(Ts); predicted regulator of phosphatidylethanolamine synthesis,b4517(),GenBank
G6515-MONOMER,periplasmic sensory protein associated with the TorRS two-component regulatory system,b0994(),GenBank
EG11540-MONOMER,NAD(P)H:quinone oxidoreductase,b1004(),GenBank
G0-10443-MONOMER,hypothetical protein,b4518(),GenBank
EG12301-MONOMER,DNA-binding transcriptional repressor for rut operon,b1013(),GenBank
G6533-MONOMER,IS3 transposase B,b1026(),GenBank
G6546-MONOMER,DNA-binding transcriptional activator for csgBA,b1040(),GenBank
G358-MONOMER,flagellar component of cell-proximal portion of basal-body rod,b1073(),GenBank
G359-MONOMER,flagellar component of cell-proximal portion of basal-body rod,b1074(),GenBank
G362-MONOMER,flagellar component of cell-proximal portion of basal-body rod,b1077(),GenBank
G363-MONOMER,flagellar component of cell-distal portion of basal-body rod,b1078(),GenBank
G364-MONOMER,flagellar protein of basal-body outer-membrane L ring,b1079(),GenBank
G365-MONOMER,putative flagellar basal body protein,b1080(),GenBank
G6577-MONOMER,"deacetylase of acs and cheY, chemotaxis regulator",b1120(),GenBank
EG10731-MONOMER,DNA-binding response regulator in two-component regulatory system with PhoQ,b1130(),GenBank
G0-10261-MONOMER,inner membrane division septum protein,b4520(),GenBank
G0-10589-MONOMER,hypothetical protein,b4593(),GenBank
G0-10590-MONOMER,hypothetical protein,b4594(),GenBank
EG10281-MONOMER,DNA-binding transcriptional dual regulator of fatty acid metabolism,b1187(),GenBank
G0-9602-MONOMER,"toxic polypeptide, small",b4419(),GenBank
G0-9605-MONOMER,"toxic polypeptide, small",b4421(),GenBank
G0-9607-MONOMER,"toxic polypeptide, small",b4423(),GenBank
EG10643-MONOMER,DNA-binding response regulator in two-component regulatory system with NarX (or NarQ),b1221(),GenBank
EG12121-MONOMER,response regulator binding RpoS to initiate proteolysis by ClpXP; required for the PcnB-degradosome interaction during stationary phase,b1235(),GenBank
EG10457-MONOMER,global DNA-binding transcriptional dual regulator H-NS,b1237(),GenBank
G0-8891-MONOMER,hypothetical protein,b4595(),GenBank
EG10184-MONOMER,"DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding",b1275(),GenBank
G0-10512-MONOMER,hypothetical protein,b4522(),GenBank
G0-10513-MONOMER,hypothetical protein,b4523(),GenBank
G0-10591-MONOMER,hypothetical protein,b4596(),GenBank
G0-16673-MONOMER,hypothetical protein,b4672(),GenBank
EG11042-MONOMER,"DNA-binding transcriptional dual regulator, tyrosine-binding",b1323(),GenBank
G6666-MONOMER,"mechanosensitive channel protein, very small conductance",b1330(),GenBank
G6667-MONOMER,IS5 transposase and trans-activator,b1331(),GenBank
EG10325-MONOMER,"DNA-binding transcriptional dual regulator, global regulator of anaerobic growth",b1334(),GenBank
G0-9081-MONOMER,Rac prophage; conserved protein,b4526(),GenBank
G0-10448-MONOMER,Rac prophage; putative protein,b4527(),GenBank
G0-10449-MONOMER,Rac prophage; predicted lipoprotein,b4528(),GenBank
G0-10450-MONOMER,"putative lipoprotein, DUF333 family",b4529(),GenBank
G0-10646-MONOMER,hypothetical protein,b4674(),GenBank
G6723-MONOMER,IS2 transposase TnpB,b1402(),GenBank
G6724-MONOMER,IS2 repressor TnpA,b1403(),GenBank
G0-9610-MONOMER,"toxic polypeptide, small",b4428(),GenBank
G0-10451-MONOMER,mRNA interferase toxin of the HicAB toxin-antitoxin system,b4532(),GenBank
G0-8887-MONOMER,hypothetical protein,b4598(),GenBank
G6790-MONOMER,"two-component system connector membrane protein, EvgSA to PhoQP",b1500(),GenBank
EG10443-MONOMER,EF-Tu kinase; serine protein kinase required for persister formation; toxin of HipAB TA pair,b1507(),GenBank
EG11435-MONOMER,DNA-binding transcriptional repressor of multiple antibiotic resistance,b1530(),GenBank
EG11434-MONOMER,DNA-binding transcriptional dual activator of multiple antibiotic resistance,b1531(),GenBank
G0-8892-MONOMER,"expressed protein, membrane-associated",b4599(),GenBank
G0-10452-MONOMER,"hypothetical protein, Qin prophage",b4533(),GenBank
G0-16675-MONOMER,"putative Rz1-like lipoprotein, Qin prophage",b4689(),GenBank
G6852-MONOMER,global DNA-binding transcriptional repressor; autorepressor; required for anaerobic growth on glucosamine,b1594(),GenBank
G0-10593-MONOMER,hypothetical protein,b4601(),GenBank
G6864-MONOMER,"multicopy supressor of yjeE, yeaZ or ygjD deletion lethality, predicted response regulator of two-component regulatory system with sensor protein RstB",b1608(),GenBank
EG11233-MONOMER,sensory histidine kinase in two-component regulatory system with RstA,b1609(),GenBank
EG10557-MONOMER,transcriptional repressor of Mal regulon,b1620(),GenBank
G0-9561-MONOMER,beta-lactam resistance membrane protein; divisome-associated protein,b4409(),GenBank
G0-10594-MONOMER,hypothetical protein,b4602(),GenBank
EG10800-MONOMER,"DNA-binding transcriptional repressor, hypoxanthine-binding",b1658(),GenBank
EG10440-MONOMER,"integration host factor (IHF), DNA-binding protein, alpha subunit",b1712(),GenBank
G0-10453-MONOMER,hypothetical protein,b4535(),GenBank
G0-10649-MONOMER,"expressed protein, membrane-associated",b4676(),GenBank
G0-10648-MONOMER,"expressed protein, membrane-associated",b4675(),GenBank
G0-10454-MONOMER,hypothetical protein,b4536(),GenBank
G0-10644-MONOMER,hypothetical protein,b4677(),GenBank
EG10150-MONOMER,chemotaxis regulator transmitting signal to flagellar motor component,b1882(),GenBank
EG10147-MONOMER,fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA,b1883(),GenBank
EG10146-MONOMER,fused chemotactic sensory histidine kinase in two-component regulatory system with CheB and CheY: sensory histidine kinase/signal sensing protein,b1888(),GenBank
EG10602-MONOMER,protein that enables flagellar motor rotation,b1889(),GenBank
EG10601-MONOMER,proton conductor component of flagella motor,b1890(),GenBank
EG10319-MONOMER,DNA-binding transcriptional dual regulator with FlhD,b1891(),GenBank
G7029-MONOMER,IS1 transposase B,b1893(),GenBank
G7030-MONOMER,IS1 repressor TnpA,b1894(),GenBank
G0-10455-MONOMER,hypothetical protein,b4537(),GenBank
G0-10653-MONOMER,hypothetical protein,b4663(),GenBank
EG11140-MONOMER,DNA-binding response regulator in two-component regulatory system with BarA,b1914(),GenBank
EG10935-MONOMER,quorum-sensing transcriptional activator,b1916(),GenBank
EG11347-MONOMER,flagellar basal-body MS-ring and collar protein,b1938(),GenBank
EG11654-MONOMER,flagellar motor switching and energizing component,b1939(),GenBank
EG10323-MONOMER,flagellar motor switching and energizing component,b1945(),GenBank
EG10324-MONOMER,flagellar motor switching and energizing component,b1946(),GenBank
EG10820-MONOMER,"DNA-binding transcriptional activator, co-regulator with RcsB",b1951(),GenBank
G7056-MONOMER,putative sensory kinase in two-component regulatory system with YedW,b1968(),GenBank
G7057-MONOMER,putative DNA-binding response regulator in two-component system with YedV,b1969(),GenBank
G7076-MONOMER,IS2 transposase TnpB,b1996(),GenBank
G7077-MONOMER,IS2 repressor TnpA,b1997(),GenBank
G0-10643-MONOMER,hypothetical protein,b4678(),GenBank
G0-9121-MONOMER,toxin of the YoeB-YefM toxin-antitoxin system,b4539(),GenBank
G7092-MONOMER,IS5 transposase and trans-activator,b2030(),GenBank
G0-10633-MONOMER,toxic membrane protein,b4667(),GenBank
G0-10632-MONOMER,toxic membrane protein,b4668(),GenBank
G7113-MONOMER,"multidrug efflux system, subunit A",b2074(),GenBank
EG11617-MONOMER,sensory histidine kinase in two-component regulatory system with BaeR,b2078(),GenBank
EG11618-MONOMER,DNA-binding response regulator in two-component regulatory system with BaeS,b2079(),GenBank
G7125-MONOMER,IS3 transposase A,b2088(),GenBank
G0-10458-MONOMER,hypothetical protein,b4541(),GenBank
EG12006-MONOMER,putative response regulator in two-component system withYehU,b2125(),GenBank
EG12007-MONOMER,"putative sensory kinase in two-component system with YehT, inner membrane protein",b2126(),GenBank
G0-10459-MONOMER,hypothetical protein,b4542(),GenBank
G0-10652-MONOMER,hypothetical protein,b4679(),GenBank
EG10365-MONOMER,DNA-binding transcriptional repressor,b2151(),GenBank
G0-10511-MONOMER,"UPF0153 cysteine cluster protein, function unknown",b4502(),GenBank
G7150-MONOMER,IS5 transposase and trans-activator,b2192(),GenBank
EG11527-MONOMER,DNA-binding response regulator in two-component regulatory system with NarQ or NarX,b2193(),GenBank
G0-10595-MONOMER,hypothetical protein,b4604(),GenBank
EG10029-MONOMER,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213(),GenBank
EG12385-MONOMER,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,b2216(),GenBank
EG10821-MONOMER,DNA-binding response regulator in two-component regulatory system with RcsC and YojN,b2217(),GenBank
EG10822-MONOMER,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,b2218(),GenBank
EG11668-MONOMER,"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein",b2220(),GenBank
G0-10561-MONOMER,hypothetical protein,b4543(),GenBank
G0-9621-MONOMER,response regulator inhibitor for tor operon,b4501(),GenBank
EG13161-MONOMER,DNA-binding transcriptional dual regulator,b2364(),GenBank
EG11609-MONOMER,DNA-binding response regulator in two-component regulatory system with EvgS,b2369(),GenBank
EG11610-MONOMER,hybrid sensory histidine kinase in two-component regulatory system with EvgA,b2370(),GenBank
G0-10647-MONOMER,"expressed protein, membrane-associated",b4680(),GenBank
G7243-MONOMER,putative sensory kinase in two-component system with YpdB,b2380(),GenBank
G7244-MONOMER,putative response regulator in two-component system with YpdA,b2381(),GenBank
G7249-MONOMER,putative enzyme IIC component of PTS,b2386(),GenBank
G0-10462-MONOMER,hypothetical protein,b4546(),GenBank
G0-8888-MONOMER,hypothetical protein,b4606(),GenBank
G0-10463-MONOMER,"putative membrane protein, UPF0370 family",b4547(),GenBank
EG11328-MONOMER,[2Fe-2S] ferredoxin,b2525(),GenBank
G0-10716-MONOMER,3-hydroxypropionic acid resistance peptide,b4706(),GenBank
EG10384-MONOMER,regulatory protein P-II for glutamine synthetase,b2553(),GenBank
EG11285-MONOMER,response regulator regulating glmY sRNA in two-component system with sensor protein GlrK,b2554(),GenBank
G7345-MONOMER,sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR,b2556(),GenBank
G0-10634-MONOMER,toxic membrane protein,b4687(),GenBank
EG10157-MONOMER,protein disaggregation chaperone,b2592(),GenBank
EG12112-MONOMER,CP4-57 prophage; DNA-binding transcriptional activator,b2624(),GenBank
G0-10464-MONOMER,hypothetical protein,b4548(),GenBank
EG10972-MONOMER,DNA-binding transcriptional activator of glucitol operon,b2706(),GenBank
EG10974-MONOMER,DNA-bindng transcriptional repressor,b2707(),GenBank
EG10301-MONOMER,DNA-binding transcriptional activator,b2731(),GenBank
G0-10655-MONOMER,hypothetical protein,b4682(),GenBank
EG11367-MONOMER,"hybrid sensory histidine kinase, in two-component regulatory system with UvrY",b2786(),GenBank
EG10353-MONOMER,DNA-binding transcriptional activator,b2805(),GenBank
EG11795-MONOMER,DNA-binding transcriptional dual regulator,b2808(),GenBank
EG12188-MONOMER,fused PTS enzyme: PEP-protein phosphotransferase (enzyme I)/GAF domain containing protein,b2829(),GenBank
EG10364-MONOMER,DNA-binding transcriptional repressor,b2837(),GenBank
EG10551-MONOMER,DNA-binding transcriptional dual regulator,b2839(),GenBank
G0-10650-MONOMER,hypothetical protein,b4683(),GenBank
G7481-MONOMER,IS2 repressor TnpA,b2861(),GenBank
G0-10656-MONOMER,hypothetical protein,b4684(),GenBank
G0-10631-MONOMER,toxic membrane protein,b4665(),GenBank
G7548-MONOMER,IS5 transposase and trans-activator,b2982(),GenBank
G7575-MONOMER,quorum sensing DNA-binding response regulator in two-component regulatory system with QseC,b3025(),GenBank
EG12658-MONOMER,quorum sensing sensory histidine kinase in two-component regulatory system with QseB,b3026(),GenBank
G7583-MONOMER,IS2 repressor TnpA,b3044(),GenBank
G7584-MONOMER,IS2 transposase TnpB,b3045(),GenBank
G0-10630-MONOMER,toxic membrane protein,b4664(),GenBank
G0-10629-MONOMER,toxic membrane protein,b4666(),GenBank
EG12694-MONOMER,transcriptional activator of ttdABT,b3060(),GenBank
EG10254-MONOMER,DNA-binding transcriptional repressor,b3075(),GenBank
EG12739-MONOMER,DNA-binding transcriptional repressor,b3094(),GenBank
EG10989-MONOMER,DNA-binding transcriptional activator,b3118(),GenBank
EG10992-MONOMER,DNA-binding transcriptional activator,b3119(),GenBank
G0-10651-MONOMER,hypothetical protein,b4685(),GenBank
EG11682-MONOMER,sugar-specific enzyme IIA component of PTS,b3204(),GenBank
EG12147-MONOMER,phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr),b3206(),GenBank
EG10062-MONOMER,"aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators ArcA and RssB",b3210(),GenBank
G7672-MONOMER,IS5 transposase and trans-activator,b3218(),GenBank
EG10070-MONOMER,"DNA-binding transcriptional dual regulator, L-arginine-binding",b3237(),GenBank
EG10317-MONOMER,global DNA-binding transcriptional dual regulator,b3261(),GenBank
G0-10465-MONOMER,alternate ribosome-rescue factor A,b4550(),GenBank
G0-10466-MONOMER,hypothetical protein,b4551(),GenBank
EG10164-MONOMER,DNA-binding transcriptional dual regulator,b3357(),GenBank
EG10562-MONOMER,DNA-binding transcriptional activator for the mal regulon and maltotriose-ATP-binding protein,b3418(),GenBank
EG10400-MONOMER,DNA-binding transcriptional repressor,b3423(),GenBank
EG12630-MONOMER,DNA-binding transcriptional repressor,b3438(),GenBank
G7761-MONOMER,IS1 repressor TnpA,b3444(),GenBank
G0-10603-MONOMER,hypothetical protein,b4612(),GenBank
EG12211-MONOMER,"PanD autocleavage accelerator, panothenate synthesis",b3459(),GenBank
EG12228-MONOMER,"acid resistance protein, inner membrane",b3491(),GenBank
G0-9981-MONOMER,damage inducible protein,b4613(),GenBank
G0-9041-MONOMER,"toxic polypeptide, small",b4453(),GenBank
EG10166-MONOMER,"RNA chaperone and anti-terminator, cold-inducible",b3556(),GenBank
G0-9613-MONOMER,"toxic polypeptide, small",b4455(),GenBank
G0-10467-MONOMER,hypothetical protein,b4553(),GenBank
