Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Interrupted?,"Gene products (complexes, polypeptides, and RNAs)",replicon
G7263,b2428,2543794,2544691,G7263-MONOMER,,CPLX0-7732,NC_000913.2
G7188,b2294,2410121,2410616,G7188-MONOMER,,CPLX0-8574,NC_000913.2
EG10322,b1944,2017641,2018106,EG10322-MONOMER,,EG10322-MONOMER,NC_000913.2
G6576,b1119,1177815,1178727,G6576-MONOMER,,G6576-MONOMER,NC_000913.2
G7013,b1840,1921742,1922615,G7013-MONOMER,,G7013-MONOMER,NC_000913.2
G6548,b1043,1104183,1104516,G6548-MONOMER,,G6548-MONOMER,NC_000913.2
EG10408,b2551,2682275,2683529,EG10408-MONOMER,,GLYOHMETRANS-CPLX,NC_000913.2
G6948,b1753,1833538,1834087,G6948-MONOMER,,G6948-MONOMER,NC_000913.2
EG10677,b1246,1302777,1303791,EG10677-MONOMER,,CPLX0-3970 // ABC-22-CPLX,NC_000913.2
EG10327,b2315,2429695,2430964,EG10327-MONOMER,,FOLC-MONOMER,NC_000913.2
G6807,b1520,1606131,1607046,G6807-MONOMER,,G6807-MONOMER,NC_000913.2
EG30063,b4439,2311105,2311198,EG30063-ncRNA,,MICF-RNA,NC_000913.2
G6862,b1606,1678999,1679722,G6862-MONOMER,,CPLX0-8571,NC_000913.2
G6629,b1202,1252307,1255175,G6629-MONOMER,,G6629-MONOMER,NC_000913.2
EG10571,b2783,2909112,2909361,EG10571-MONOMER,,CPLX0-1242,NC_000913.2
EG11795,b2808,2939671,2940589,EG11795-MONOMER,,CPLX0-8060,NC_000913.2
G6496,b0961,1023124,1023571,G6496-MONOMER,,G6496-MONOMER,NC_000913.2
EG12634,b2761,2882574,2885241,EG12634-MONOMER,,EG12634-MONOMER,NC_000913.2
EG11002,b2827,2962382,2963177,EG11002-MONOMER,,THYMIDYLATESYN-CPLX,NC_000913.2
G6258,b0482,506509,507304,G6258-MONOMER,,G6258-MONOMER,NC_000913.2
G7430,b2760,2880651,2882160,G7430-MONOMER,,CPLX0-7725,NC_000913.2
EG10328,b0529,556097,556964,EG10328-MONOMER,,FOLD-CPLX,NC_000913.2
EG11433,b4219,4439560,4440199,EG11433-MONOMER,,EG11433-MONOMER,NC_000913.2
EG11810,b2903,3044189,3047063,EG11810-MONOMER,,GCVMULTI-CPLX,NC_000913.2
G0-16694,G0-16694,0,77,G0-16694-RNA,,RNA0-393,G0-16694
G7427,b2757,2878395,2879070,G7427-MONOMER,,CPLX0-7725,NC_000913.2
EG11149,b2479,2597927,2598500,EG11149-MONOMER,,MONOMER0-941,NC_000913.2
G0-10707,b4703,4330138,4330228,G0-10707-MONOMER,,MONOMER0-4214,NC_000913.2
EG11250,b4224,4446469,4446721,EG11250-MONOMER,,CPLX0-7561,NC_000913.2
EG10585,b3941,4130638,4131529,EG10585-MONOMER,,METHYLENETHFREDUCT-CPLX,NC_000913.2
G0-10440,b4514,735667,735907,G0-10440-MONOMER,,MONOMER0-2662,NC_000913.2
G6665,b1329,1391250,1392864,G6665-MONOMER,,CPLX0-3970,NC_000913.2
EG10371,b2904,3047181,3047571,EG10371-MONOMER,,GCVMULTI-CPLX,NC_000913.2
EG12379,b1868,1949418,1950237,EG12379-MONOMER,,EG12379-MONOMER,NC_000913.2
EG10678,b1247,1303787,1304792,EG10678-MONOMER,,CPLX0-3970 // ABC-22-CPLX,NC_000913.2
EG10326,b0048,49822,50302,EG10326-MONOMER,,DIHYDROFOLATEREDUCT-MONOMER,NC_000913.2
EG12251,b3524,3674312,3676373,EG12251-MONOMER,,EG12251-MONOMER,NC_000913.2
G0-9121,b4539,2087234,2087489,G0-9121-MONOMER,,CPLX0-8311 // CPLX0-3781,NC_000913.2
EG11819,b1232,1287004,1287847,EG11819-MONOMER,,FORMYLTHFDEFORMYL-CPLX,NC_000913.2
EG11995,b2118,2198300,2201933,EG11995-MONOMER,,EG11995-MONOMER,NC_000913.2
EG10675,b1244,1300922,1301843,EG10675-MONOMER,,CPLX0-3970 // ABC-22-CPLX,NC_000913.2
EG11442,b2905,3047594,3048689,EG11442-MONOMER,,GCVMULTI-CPLX,NC_000913.2
EG11855,b3890,4077773,4077992,EG11855-MONOMER,,EG11855-MONOMER,NC_000913.2
EG12844,b2017,2087485,2087737,EG12844-MONOMER,,CPLX0-7929 // CPLX0-3781,NC_000913.2
EG11329,b2661,2789294,2790743,EG11329-MONOMER,,CPLX0-7688,NC_000913.2
EG11690,b3663,3839972,3840425,EG11690-MONOMER,,EG11690-MONOMER,NC_000913.2
G7688,b3243,3387541,3388471,G7688-MONOMER,,G7688-MONOMER,NC_000913.2
EG10361,b2662,2790756,2792037,EG10361-MONOMER,,GABATRANSAM-CPLX,NC_000913.2
EG11488,b1639,1716089,1716419,EG11488-MONOMER,,EG11488-MONOMER,NC_000913.2
EG11489,b1042,1103669,1104125,EG11489-MONOMER,,EG11489-MONOMER,NC_000913.2
G7454,b2810,2941358,2942564,G7454-MONOMER,,CPLX0-7838,NC_000913.2
EG11263,b3322,3451529,3451949,EG11263-MONOMER,,EG11263-MONOMER,NC_000913.2
G7428,b2758,2879072,2880164,G7428-MONOMER,,CPLX0-7725,NC_000913.2
EG10095,b4139,4364913,4366350,EG10095-MONOMER,,ASPARTASE-CPLX,NC_000913.2
G7835,b4145,4371387,4372257,G7835-MONOMER,,G7835-MONOMER,NC_000913.2
EG11252,b0923,974844,975549,EG11252-MONOMER,,CPLX0-2561,NC_000913.2
EG20173,b2297,2412768,2414913,EG20173-MONOMER,,PHOSACETYLTRANS-CPLX,NC_000913.2
EG11164,b3037,3177765,3178437,EG11164-MONOMER,,EG11164-MONOMER,NC_000913.2
G7425,b2755,2876876,2877794,G7425-MONOMER,,CPLX0-8174,NC_000913.2
EG10027,b2296,2411491,2412694,EG10027-MONOMER,,ACETATEKINA-MONOMER,NC_000913.2
G7693,b3257,3405396,3405639,G7693-MONOMER,,G7693-MONOMER,NC_000913.2
EG11244,b2922,3065361,3066102,EG11244-MONOMER,,EG11244-MONOMER,NC_000913.2
G6342,b0616,648804,649713,G6342-MONOMER,,CITLY-CPLX,NC_000913.2
EG11097,b0410,429828,430176,EG11097-MONOMER,,EG11097-MONOMER,NC_000913.2
G6334,b0607,640661,641090,G6334-MONOMER,,CPLX0-3939,NC_000913.2
EG10456,b2552,2683856,2685047,EG10456-MONOMER,,EG10456-MONOMER,NC_000913.2
G7605,b3086,3234561,3235254,G7605-MONOMER,,G7605-MONOMER,NC_000913.2
EG10676,b1245,1301857,1302766,EG10676-MONOMER,,CPLX0-3970 // ABC-22-CPLX,NC_000913.2
G7928,b4331,4558952,4559507,G7928-MONOMER,,G7928-MONOMER,NC_000913.2
G7461,b2833,2969292,2969511,G7461-MONOMER,,G7461-MONOMER,NC_000913.2
EG12845,b2754,2876590,2876875,EG12845-MONOMER,,CPLX0-8174,NC_000913.2
G6088,b0034,34299,34695,G6088-MONOMER,,CPLX0-8062,NC_000913.2
G7321,b2513,2636684,2637305,G7321-MONOMER,,G7321-MONOMER,NC_000913.2
EG11933,b4050,4260862,4261105,EG11933-MONOMER,,EG11933-MONOMER,NC_000913.2
G7860,b4198,4421722,4422409,G7860-MONOMER,,G7860-MONOMER,NC_000913.2
G7173,b2266,2378743,2379049,G7173-MONOMER,,G7173-MONOMER,NC_000913.2
G7429,b2759,2880176,2880659,G7429-MONOMER,,CPLX0-7725,NC_000913.2
EG12319,b0126,142007,142670,EG12319-MONOMER,,CPLX0-7521,NC_000913.2
G6997,b1816,1898052,1899609,G6997-MONOMER,,G6997-MONOMER,NC_000913.2
EG11398,b3510,3654430,3654763,EG11398-MONOMER,,CPLX0-801,NC_000913.2
G7517,b2920,3062823,3064302,G7517-MONOMER,,G7517-MONOMER,NC_000913.2
G6914,b1688,1767097,1768210,G6914-MONOMER,,G6914-MONOMER,NC_000913.2
G7426,b2756,2877809,2878409,G7426-MONOMER,,CPLX0-7725,NC_000913.2
G7419,b2738,2861614,2862253,G7419-MONOMER,,G7419-MONOMER,NC_000913.2
G6763,b1452,1521330,1522392,G6763-MONOMER,,G6763-MONOMER,NC_000913.2
EG11249,b2782,2908777,2909113,EG11249-MONOMER,,CPLX0-1242,NC_000913.2
G6890,b1650,1724682,1725780,G6890-MONOMER,,G6890-MONOMER,NC_000913.2
G6608,b1168,1216550,1218074,G6608-MONOMER,,G6608-MONOMER,NC_000913.2
G6933,b1728,1808234,1808825,G6933-MONOMER,,G6933-MONOMER,NC_000913.2
EG11032,b0888,930307,931273,EG11032-MONOMER,,THIOREDOXIN-REDUCT-NADPH-CPLX,NC_000913.2
G6471,b0916,968611,969844,G6471-MONOMER,,G6471-MONOMER,NC_000913.2
EG10984,b0958,1019632,1020142,EG10984-MONOMER,,EG10984-MONOMER,NC_000913.2
G6343,b0617,649709,650006,G6343-MONOMER,,CITLY-CPLX,NC_000913.2
G6394,b0753,784159,784540,G6394-MONOMER,,G6394-MONOMER,NC_000913.2
G6464,b0890,932446,936436,G6464-MONOMER,,G6464-MONOMER,NC_000913.2
EG10628,b3924,4111748,4112495,EG10628-MONOMER,,FLAVONADPREDUCT-MONOMER,NC_000913.2
G6240,b0426,443906,444398,G6240-MONOMER,,G6240-MONOMER,NC_000913.2
EG10823,b2699,2820729,2821791,EG10823-MONOMER,,EG10823-MONOMER,NC_000913.2
G7932,b4335,4562721,4563873,G7932-MONOMER,,G7932-MONOMER,NC_000913.2
G0-9541,b4487,4311890,4312220,G0-9541-MONOMER,,MONOMER0-1541,NC_000913.2
EG12080,b2698,2820160,2820661,EG12080-MONOMER,,EG12080-MONOMER,NC_000913.2
G6277,b0508,534933,535710,G6277-MONOMER,,CPLX-171,NC_000913.2
EG11491,b4044,4255764,4257144,EG11491-MONOMER,,DINF-MONOMER,NC_000913.2
G7911,b4298,4522127,4523033,G7911-MONOMER,,G7911-MONOMER,NC_000913.2
G0-10694,b4704,3656008,3656077,G0-10694-ncRNA,,RNA0-351,NC_000913.2
RUVB,b1860,1942369,1943380,RUVB-MONOMER,,RUVABC-CPLX,NC_000913.2
EG12361,b2842,2980518,2981280,EG12361-MONOMER,,KDUD-MONOMER,NC_000913.2
G0-10651,b4685,3305874,3305955,G0-10651-MONOMER,,MONOMER0-2878,NC_000913.2
EG11062,b0779,812748,814770,EG11062-MONOMER,,UVRABC-CPLX,NC_000913.2
G7553,b2989,3136748,3137615,G7553-MONOMER,,CPLX0-7917,NC_000913.2
EG12874,b0412,431535,432075,EG12874-MONOMER,,EG12874-MONOMER,NC_000913.2
G6937,b1741,1821538,1822426,G6937-MONOMER,,G6937-MONOMER,NC_000913.2
EG11844,b3879,4067497,4068424,EG11844-MONOMER,,EG11844-MONOMER,NC_000913.2
EG12342,b4385,4619791,4621123,EG12342-MONOMER,,EG12342-MONOMER,NC_000913.2
EG11056,b1184,1230408,1231677,EG11056-MONOMER,,CPLX0-3925,NC_000913.2
G7493,b2874,3009482,3010415,G7493-MONOMER,,G7493-MONOMER,NC_000913.2
EG12224,b3487,3627557,3628625,EG12224-MONOMER,,EG12224-MONOMER,NC_000913.2
G6558,b1061,1120464,1120710,G6558-MONOMER,,G6558-MONOMER,NC_000913.2
EG11421,b0338,357014,357914,EG11421-MONOMER,,MONOMER0-164,NC_000913.2
EG11951,b4078,4294458,4295148,EG11951-MONOMER,,EG11951-MONOMER,NC_000913.2
EG10831,b2616,2749816,2751478,EG10831-MONOMER,,EG10831-MONOMER,NC_000913.2
G7195,b2303,2419346,2419709,G7195-MONOMER,,FOLXTET-CPLX,NC_000913.2
EG11832,b3861,4042221,4043652,EG11832-MONOMER,,EG11832-MONOMER,NC_000913.2
G0-9962,b4618,3851575,3851665,G0-9962-MONOMER,,MONOMER0-1922,NC_000913.2
G6661,b1325,1386953,1387919,G6661-MONOMER,,G6661-MONOMER,NC_000913.2
EG11645,b1537,1622796,1623315,EG11645-MONOMER,,EG11645-MONOMER,NC_000913.2
EG10533,b4043,4255137,4255746,EG10533-MONOMER,,PC00010,NC_000913.2
G6341,b0615,647261,648794,G6341-MONOMER,,CITLY-CPLX,NC_000913.2
EG11465,b3818,4000835,4001216,EG11465-MONOMER,,EG11465-MONOMER,NC_000913.2
EG11808,b1848,1928480,1928771,EG11808-MONOMER,,EG11808-MONOMER,NC_000913.2
EG10425,b1619,1695296,1696064,EG10425-MONOMER,,7-ALPHA-HYDROXYSTEROID-DEH-CPLX,NC_000913.2
G7930,b4333,4560765,4561626,G7930-MONOMER,,G7930-MONOMER,NC_000913.2
EG11064,b3813,3996005,3998168,EG11064-MONOMER,,CPLX0-8111,NC_000913.2
G7914,b4301,4524927,4525560,G7914-MONOMER,,G7914-MONOMER,NC_000913.2
EG11217,b4397,4633543,4634017,EG11217-MONOMER,,EG11217-MONOMER,NC_000913.2
G7940,b4347,4577521,4577863,G7940-MONOMER,,G7940-MONOMER,NC_000913.2
EG50005,b0578,603993,604647,EG50005-MONOMER,,DIHYDROPTERIREDUCT-CPLX,NC_000913.2
G7825,b4121,4342951,4343581,G7825-MONOMER,,G7825-MONOMER,NC_000913.2
EG11057,b1183,1229989,1230409,EG11057-MONOMER,,CPLX0-3925,NC_000913.2
G7859,b4197,4420868,4421723,G7859-MONOMER,,G7859-MONOMER,NC_000913.2
EG11144,b2327,2442772,2443582,EG11144-MONOMER,,EG11144-MONOMER,NC_000913.2
G6592,b1148,1203044,1203383,G6592-MONOMER,,G6592-MONOMER,NC_000913.2
EG12285,b3581,3746599,3747262,EG12285-MONOMER,,EG12285-MONOMER,NC_000913.2
G7681,b3233,3378212,3378611,G7681-MONOMER,,G7681-MONOMER,NC_000913.2
EG10976,b4059,4272147,4272684,EG10976-MONOMER,,CPLX0-8165,NC_000913.2
G7516,b2919,3062014,3062800,G7516-MONOMER,,CPLX0-254,NC_000913.2
EG10854,b0633,663324,664413,EG10854-MONOMER,,EG10854-MONOMER,NC_000913.2
G6115,b0231,250897,251953,G6115-MONOMER,,G6115-MONOMER,NC_000913.2
EG11444,b2917,3058871,3061016,EG11444-MONOMER,,CPLX0-7741,NC_000913.2
G7567,b3014,3156648,3156906,G7567-MONOMER,,G7567-MONOMER,NC_000913.2
EG10747,b0060,63428,65780,EG10747-MONOMER,,EG10747-MONOMER,NC_000913.2
G7234,b2371,2486044,2487190,G7234-MONOMER,,CPLX0-8032,NC_000913.2
G7443,b2777,2902768,2903440,G7443-MONOMER,,G7443-MONOMER,NC_000913.2
EG11892,b2009,2078812,2079286,EG11892-MONOMER,,EG11892-MONOMER,NC_000913.2
G6806,b1519,1605369,1606128,G6806-MONOMER,,G6806-MONOMER,NC_000913.2
G7298,b2475,2593895,2594759,G7298-MONOMER,,G7298-MONOMER,NC_000913.2
EG11357,b0799,832292,834443,EG11357-MONOMER,,EG11357-MONOMER,NC_000913.2
G6285,b0516,543280,544516,G6285-MONOMER,,CPLX-7524,NC_000913.2
G7162,b2249,2360452,2361655,G7162-MONOMER,,G7162-MONOMER,NC_000913.2
RUVA,b1861,1943388,1944000,RUVA-MONOMER,,RUVABC-CPLX,NC_000913.2
G6275,b0505,531674,532157,G6275-MONOMER,,G6275-MONOMER,NC_000913.2
G6993,b1809,1891390,1891735,G6993-MONOMER,,G6993-MONOMER,NC_000913.2
EG11061,b4058,4269071,4271894,EG11061-MONOMER,,UVRABC-CPLX,NC_000913.2
G6286,b0517,544537,545587,G6286-MONOMER,,CPLX0-7993,NC_000913.2
G6894,b1664,1742894,1744151,G6894-MONOMER,,G6894-MONOMER,NC_000913.2
EG11748,b0132,146967,147870,EG11748-MONOMER,,EG11748-MONOMER,NC_000913.2
G6281,b0512,538370,539732,G6281-MONOMER,,CPLX-64,NC_000913.2
G6758,b1447,1515905,1516355,G6758-MONOMER,,G6758-MONOMER,NC_000913.2
G7197,b2305,2420670,2421561,G7197-MONOMER,,G7197-MONOMER,NC_000913.2
G6284,b0515,542484,543270,G6284-MONOMER,,G6284-MONOMER,NC_000913.2
G6564,b1104,1161469,1161847,G6564-MONOMER,,G6564-MONOMER,NC_000913.2
G6958,b1771,1853014,1853995,G6958-MONOMER,,G6958-MONOMER,NC_000913.2
G6451,b0866,903815,904139,G6451-MONOMER,,G6451-MONOMER,NC_000913.2
G6475,b0927,982872,983520,G6475-MONOMER,,G6475-MONOMER,NC_000913.2
G6363,b0660,691560,692601,G6363-MONOMER,,G6363-MONOMER,NC_000913.2
EG10035,b1415,1486255,1487695,EG10035-MONOMER,,ALD-CPLX,NC_000913.2
G6207,b0354,375995,376535,G6207-MONOMER,,G6207-MONOMER,NC_000913.2
G6967,b1781,1862805,1863660,G6967-MONOMER,,G6967-MONOMER,NC_000913.2
G0-17086,b4811,0,100,G0-17086-RNA,,RNA0-414,b4811
G6497,b0963,1025779,1026238,G6497-MONOMER,,METHGLYSYN-CPLX,NC_000913.2
G0-10453,b4535,1803188,1803296,G0-10453-MONOMER,,MONOMER0-2675,NC_000913.2
EG11648,b0207,229166,229970,EG11648-MONOMER,,MONOMER0-149,NC_000913.2
G0-10647,b4680,2494942,2495014,G0-10647-MONOMER,,MONOMER0-2874,NC_000913.2
G0-10469,b4555,3838237,3838531,G0-10469-MONOMER,,MONOMER0-2691,NC_000913.2
G7565,b3012,3154644,3155472,G7565-MONOMER,,MONOMER0-148,NC_000913.2
EG12850,b2233,2338438,2342191,EG12850-MONOMER,,EG12850-MONOMER,NC_000913.2
G0-10462,b4546,2525962,2526181,G0-10462-MONOMER,,MONOMER0-2684,NC_000913.2
G6891,b1651,1725860,1726268,G6891-MONOMER,,GLYOXI-CPLX,NC_000913.2
EG12329,b0148,162104,164534,EG12329-MONOMER,,EG12329-MONOMER,NC_000913.2
G0-10454,b4536,1906948,1907188,G0-10454-MONOMER,,MONOMER0-2676,NC_000913.2
G6099,b0212,234026,234782,G6099-MONOMER,,GLYOXII-MONOMER,NC_000913.2
EG12139,b2555,2686814,2687528,EG12139-MONOMER,,EG12139-MONOMER,NC_000913.2
G0-10475,b4568,4610150,4610312,G0-10475-MONOMER,,MONOMER0-2697,NC_000913.2
EG10033,b1002,1064807,1066049,EG10033-MONOMER,,GLUCOSE-1-PHOSPHAT-CPLX,NC_000913.2
EG11938,b4061,4273493,4275080,EG11938-MONOMER,,EG11938-MONOMER,NC_000913.2
G0-10466,b4551,3476613,3476814,G0-10466-MONOMER,,MONOMER0-2688,NC_000913.2
G6655,b1317,1378171,1378831,G6655-MONOMER,,G6655-MONOMER,NC_000913.2
EG11776,b0686,711260,712025,EG11776-MONOMER,,EG11776-MONOMER,NC_000913.2
G0-10458,b4541,2201993,2202311,G0-10458-MONOMER,,MONOMER0-2680,NC_000913.2
EG12144,b0688,712780,714421,EG12144-MONOMER,,PHOSPHOGLUCMUT-MONOMER,NC_000913.2
EG11581,b0801,835573,836659,EG11581-MONOMER,,EG11581-MONOMER,NC_000913.2
G0-10450,b4529,1439081,1439348,G0-10450-MONOMER,,MONOMER0-2672,NC_000913.2
EG11751,b1896,1978211,1979636,EG11751-MONOMER,,TREHALOSE6PSYN-MONOMER,NC_000913.2
EG11410,b4234,4455336,4455888,EG11410-MONOMER,,EG11410-MONOMER,NC_000913.2
G0-10606,b4620,4237799,4238078,G0-10606-MONOMER,,MONOMER0-2828,NC_000913.2
EG12202,b4241,4464321,4465269,EG12202-MONOMER,,CPLX0-7854 // CPLX0-8056,NC_000913.2
G7887,b4257,4477752,4478949,G7887-MONOMER,,G7887-MONOMER,NC_000913.2
G0-10467,b4553,3723435,3723735,G0-10467-MONOMER,,MONOMER0-2689,NC_000913.2
EG11752,b1897,1979610,1980411,EG11752-MONOMER,,TREHALOSEPHOSPHASYN-MONOMER,NC_000913.2
EG11196,b3698,3875089,3875488,EG11196-MONOMER,,EG11196-MONOMER,NC_000913.2
G0-10459,b4542,2213678,2213786,G0-10459-MONOMER,,MONOMER0-2681,NC_000913.2
EG11017,b1197,1244901,1246599,EG11017-MONOMER,,TREHALAPERI-MONOMER,NC_000913.2
G7756,b3439,3576972,3577668,G7756-MONOMER,,G7756-MONOMER,NC_000913.2
G6354,b0647,678074,678629,G6354-MONOMER,,G6354-MONOMER,NC_000913.2
EG12629,b3437,3575087,3575615,EG12629-MONOMER,,GLUCONOKINII-CPLX,NC_000913.2
EG11134,b1765,1846148,1846700,EG11134-MONOMER,,CPLX0-7668,NC_000913.2
EG12422,b0802,836887,837148,EG12422-MONOMER,,EG12422-MONOMER,NC_000913.2
G7129,b2097,2175533,2176586,G7129-MONOMER,,FRUCBISALD-CLASSI,NC_000913.2
G7650,b3156,3298276,3298780,G7650-MONOMER,,G7650-MONOMER,NC_000913.2
EG11793,b2807,2939257,2939653,EG11793-MONOMER,,EG11793-MONOMER,NC_000913.2
EG11015,b3919,4108762,4109530,EG11015-MONOMER,,TPI,NC_000913.2
EG10846,b3593,3760205,3764339,EG10846-MONOMER,,EG10846-MONOMER,NC_000913.2
EG11136,b1862,1944274,1944877,EG11136-MONOMER,,EG11136-MONOMER,NC_000913.2
EG10338,b0080,88027,89032,EG10338-MONOMER,,CPLX-127,NC_000913.2
G7535,b2968,3108611,3109148,G7535-MONOMER,,G7535-MONOMER,NC_000913.2
G7643,b3148,3293415,3293811,G7643-MONOMER,,G7643-MONOMER,NC_000913.2
EG11088,b0113,122091,122856,EG11088-MONOMER,,MONOMER-59,NC_000913.2
G7434,b2768,2892217,2892793,G7434-MONOMER,,G7434-MONOMER,NC_000913.2
G7035,b1904,1986245,1986569,G7035-MONOMER,,G7035-MONOMER,NC_000913.2
EG10484,b2727,2849022,2849895,EG10484-MONOMER,,CPLX0-3821 // CPLX0-3561,NC_000913.2
G7266,b2431,2547667,2548567,G7266-MONOMER,,G7266-MONOMER,NC_000913.2
G6841,b1583,1653831,1654173,G6841-MONOMER,,G6841-MONOMER,NC_000913.2
EG10301,b2731,2852359,2854438,EG10301-MONOMER,,MONOMER0-183,NC_000913.2
G7068,b1983,2054881,2055598,G7068-MONOMER,,G7068-MONOMER,NC_000913.2
G6331,b0602,634571,635792,G6331-MONOMER,,G6331-MONOMER,NC_000913.2
EG10480,b2719,2841464,2842232,EG10480-MONOMER,,FHLMULTI-CPLX,NC_000913.2
G6983,b1797,1877612,1877972,G6983-MONOMER,,G6983-MONOMER,NC_000913.2
EG12374,b3362,3489474,3489642,EG12374-MONOMER,,CPLX0-8227,NC_000913.2
G592,b1380,1439877,1440867,G592-MONOMER,,CPLX0-8158,NC_000913.2
G6881,b1641,1717899,1718367,G6881-MONOMER,,G6881-MONOMER,NC_000913.2
EG11696,b3676,3853982,3854330,EG11696-MONOMER,,EG11696-MONOMER,NC_000913.2
EG11168,b3061,3204484,3205396,EG11168-MONOMER,,LTARTDEHYDRA-CPLX,NC_000913.2
G6699,b1376,1433208,1433643,G6699-MONOMER,,G6699-MONOMER,NC_000913.2
G7577,b3027,3169900,3170233,G7577-MONOMER,,G7577-MONOMER,NC_000913.2
EG10474,b2725,2847995,2848457,EG10474-MONOMER,,EG10474-MONOMER,NC_000913.2
G6540,b1034,1098101,1098839,G6540-MONOMER,,CPLX0-7945,NC_000913.2
G7012,b1839,1921388,1921730,G7012-MONOMER,,G7012-MONOMER,NC_000913.2
EG10803,b1854,1935672,1937115,EG10803-MONOMER,,PKII-CPLX,NC_000913.2
G6426,b0823,859396,861829,G6426-MONOMER,,G6426-MONOMER,NC_000913.2
G6705,b1383,1443903,1444230,G6705-MONOMER,,G6705-MONOMER,NC_000913.2
EG10481,b2718,2841057,2841468,EG10481-MONOMER,,EG10481-MONOMER,NC_000913.2
G6329,b0600,632808,633969,G6329-MONOMER,,CPLX0-8561,NC_000913.2
G6194,b0329,345707,345983,G6194-MONOMER,,G6194-MONOMER,NC_000913.2
EG10031,b1241,1294668,1297344,EG10031-MONOMER,,ADHE-CPLX,NC_000913.2
G6180,b0310,323919,324588,G6180-MONOMER,,G6180-MONOMER,NC_000913.2
EG12119,b1233,1287896,1288355,EG12119-MONOMER,,EG12119-MONOMER,NC_000913.2
G7627,b3114,3258145,3260440,G7627-MONOMER,,KETOBUTFORMLY-MONOMER,NC_000913.2
G0-17077,b4804,0,234,G0-17077-RNA,,RNA0-406,b4804
EG11660,b1929,2006300,2007506,EG11660-MONOMER,,EG11660-MONOMER,NC_000913.2
EG10478,b2721,2842783,2844493,EG10478-MONOMER,,FHLMULTI-CPLX,NC_000913.2
G0-16677,b4700,606956,607015,G0-16677-ncRNA,,RNA0-391,NC_000913.2
G7468,b2848,2987325,2987808,G7468-MONOMER,,G7468-MONOMER,NC_000913.2
EG11169,b3062,3205392,3205998,EG11169-MONOMER,,LTARTDEHYDRA-CPLX,NC_000913.2
G6979,b1793,1875301,1875556,G6979-MONOMER,,G6979-MONOMER,NC_000913.2
EG10475,b2724,2847259,2847871,EG10475-MONOMER,,FHLMULTI-CPLX,NC_000913.2
EG12708,b0527,555254,555776,EG12708-MONOMER,,EG12708-MONOMER,NC_000913.2
G6633,b1248,1304844,1305174,G6633-MONOMER,,G6633-MONOMER,NC_000913.2
EG10804,b1676,1753721,1755134,EG10804-MONOMER,,PKI-COMPLEX,NC_000913.2
EG12291,b3587,3752127,3752451,EG12291-MONOMER,,EG12291-MONOMER,NC_000913.2
EG10701,b0903,950494,952777,EG10701-MONOMER,,PYRUVFORMLY-INACTIVE-CPLX,NC_000913.2
EG12104,b2173,2265850,2266837,EG12104-MONOMER,,EG12104-MONOMER,NC_000913.2
EG11991,b2112,2190536,2190818,EG11991-MONOMER,,EG11991-MONOMER,NC_000913.2
EG10482,b4004,4201342,4202668,EG10482-MONOMER,,PHOSPHO-HYDG,NC_000913.2
EG11935,b4056,4268260,4268677,EG11935-MONOMER,,EG11935-MONOMER,NC_000913.2
EG11607,b1251,1308592,1308889,EG11607-MONOMER,,EG11607-MONOMER,NC_000913.2
EG10285,b4079,4295241,4297389,EG10285-MONOMER,,FHLMULTI-CPLX,NC_000913.2
EG11744,b1494,1570430,1573226,EG11744-MONOMER,,EG11744-MONOMER,NC_000913.2
G8202,b0013,11381,11786,G8202-MONOMER,,G8202-MONOMER,NC_000913.2
EG50010,b0356,377685,378795,EG50010-MONOMER,,ADHC-CPLX,NC_000913.2
EG11542,b0494,518362,518989,EG11542-MONOMER,,CPLX0-7630,NC_000913.2
G7267,b2432,2548662,2549238,G7267-MONOMER,,G7267-MONOMER,NC_000913.2
EG10411,b2029,2097885,2099292,EG10411-MONOMER,,6PGLUCONDEHYDROG-CPLX,NC_000913.2
EG11360,b3570,3734375,3735200,EG11360-MONOMER,,EG11360-MONOMER,NC_000913.2
G6938,b1742,1822385,1822961,G6938-MONOMER,,G6938-MONOMER,NC_000913.2
EG11221,b1852,1932862,1934338,EG11221-MONOMER,,GLU6PDEHYDROG-MONOMER,NC_000913.2
G7853,b4190,4414974,4415724,G7853-MONOMER,,CPLX0-8214,NC_000913.2
G6579,b1122,1180486,1180948,G6579-MONOMER,,G6579-MONOMER,NC_000913.2
G6397,b0767,797808,798804,G6397-MONOMER,,6PGLUCONOLACT-MONOMER,NC_000913.2
EG11188,b3618,3790848,3791706,EG11188-MONOMER,,EG11188-MONOMER,NC_000913.2
EG12865,b1426,1496674,1496899,EG12865-MONOMER,,EG12865-MONOMER,NC_000913.2
EG10256,b1850,1930138,1930780,EG10256-MONOMER,,KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX,NC_000913.2
G7733,b3381,3507834,3508998,G7733-MONOMER,,G7733-MONOMER,NC_000913.2
EG11882,b3937,4125308,4125917,EG11882-MONOMER,,EG11882-MONOMER,NC_000913.2
EG10257,b1851,1930816,1932628,EG10257-MONOMER,,PGLUCONDEHYDRAT-MONOMER,NC_000913.2
EG11125,b1257,1312741,1313248,EG11125-MONOMER,,EG11125-MONOMER,NC_000913.2
