Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
USA300HOU_RS01295-MONOMER	USA300HOU_RS01295	hypothetical protein	
USA300HOU_RS08150-MONOMER	USA300HOU_RS08150	Asp23/Gls24 family envelope stress response protein	
USA300HOU_RS06735-MONOMER	USA300HOU_RS06735	hypothetical protein	
USA300HOU_RS09440-MONOMER	USA300HOU_RS09440	competence protein ComK	CCI-PM-BAC-POS-GP
USA300HOU_RS07035-MONOMER	USA300HOU_RS07035	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14645-MONOMER	USA300HOU_RS14645	HdeD family acid-resistance protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08845-MONOMER	USA300HOU_RS08845	hydroxymethylbilane synthase	CCI-CYTOSOL-GP
USA300HOU_RS10690-MONOMER	USA300HOU_RS10690	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS02120-MONOMER	USA300HOU_RS02120	hypothetical protein	
USA300HOU_RS05870-MONOMER	USA300HOU_RS05870	YfcC family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01340-MONOMER	USA300HOU_RS01340	poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS06250-MONOMER	USA300HOU_RS06250	lipoteichoic acid-specific glycosyltransferase YfhO	CCI-PM-BAC-POS-GP
USA300HOU_RS03195-MONOMER	USA300HOU_RS03195	flavodoxin family protein	
USA300HOU_RS13745-MONOMER	USA300HOU_RS13745	DMT family transporter	
USA300HOU_RS11620-MONOMER	USA300HOU_RS11620	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS11050-MONOMER	USA300HOU_RS11050	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	
USA300HOU_RS04310-MONOMER	USA300HOU_RS04310	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS04475-MONOMER	USA300HOU_RS04475	hypothetical protein	
USA300HOU_RS09095-MONOMER	USA300HOU_RS09095	tRNA 4-thiouridine(8) synthase ThiI	CCI-CYTOSOL-GP
USA300HOU_RS02540-MONOMER	USA300HOU_RS02540	RidA family protein	CCI-CYTOSOL-GP
USA300HOU_RS12455-MONOMER	USA300HOU_RS12455	NAD/NADP-dependent octopine/nopaline dehydrogenase family protein	CCI-CYTOSOL-GP
USA300HOU_RS01300-MONOMER	USA300HOU_RS01300	galactitol-1-phosphate 5-dehydrogenase	CCI-CYTOSOL-GP
CPLX2KSB-69	USA300HOU_RS04910 // USA300HOU_RS04890 // USA300HOU_RS04895 // USA300HOU_RS04900 // USA300HOU_RS04905	ABC transporter	
USA300HOU_RS07385-MONOMER	USA300HOU_RS07385	DUF4889 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05685-MONOMER	USA300HOU_RS05685	RNA methyltransferase	
USA300HOU_RS00055-MONOMER	USA300HOU_RS00055	AzlD domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS06490-MONOMER	USA300HOU_RS06490	TIGR00282 family metallophosphoesterase	CCI-CYTOSOL-GP
USA300HOU_RS00595-MONOMER	USA300HOU_RS00595	staphyloferrin B ABC transporter permease subunit SirB	CCI-PM-BAC-POS-GP
USA300HOU_RS10370-MONOMER	USA300HOU_RS10370	staphostatin A	
USA300HOU_RS03685-MONOMER	USA300HOU_RS03685	YaiI/YqxD family protein	
USA300HOU_RS14650-MONOMER	USA300HOU_RS14650	peptide resistance ABC transporter ATP-binding subunit VraD	CCI-PM-BAC-POS-GP
USA300HOU_RS07640-MONOMER	USA300HOU_RS07640	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS02105-MONOMER	USA300HOU_RS02105	superantigen-like protein SSL1	CCI-EXTRACELLULAR-GP
USA300HOU_RS02545-MONOMER	USA300HOU_RS02545	septation regulator SpoVG	CCI-CYTOSOL-GP
USA300HOU_RS06120-MONOMER	USA300HOU_RS06120	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	CCI-CYTOSOL-GP
USA300HOU_RS01305-MONOMER	USA300HOU_RS01305	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS06630-MONOMER	USA300HOU_RS06630	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS12840-MONOMER	USA300HOU_RS12840	hypothetical protein	
USA300HOU_RS04930-MONOMER	USA300HOU_RS04930	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS07995-MONOMER	USA300HOU_RS07995	segregation/condensation protein A	CCI-CYTOSOL-GP
USA300HOU_RS03035-MONOMER	USA300HOU_RS03035	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	
USA300HOU_RS14300-MONOMER	USA300HOU_RS14300	Crp/Fnr family transcriptional regulator	
USA300HOU_RS07245-MONOMER	USA300HOU_RS07245	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	CCI-PM-BAC-POS-GP
USA300HOU_RS08745-MONOMER	USA300HOU_RS08745	GTPase ObgE	CCI-CYTOSOL-GP
USA300HOU_RS04635-MONOMER	USA300HOU_RS04635	D-alanyl-lipoteichoic acid biosynthesis protein DltD	CCI-CYTOSOL-GP
USA300HOU_RS09555-MONOMER	USA300HOU_RS09555	DUF3969 family protein	
USA300HOU_RS07815-MONOMER	USA300HOU_RS07815	hypothetical protein	
USA300HOU_RS09815-MONOMER	USA300HOU_RS09815	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08715-MONOMER	USA300HOU_RS08715	preprotein translocase subunit YajC	CCI-PM-BAC-POS-GP
USA300HOU_RS01310-MONOMER	USA300HOU_RS01310	alcohol dehydrogenase catalytic domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS08230-MONOMER	USA300HOU_RS08230	type II secretion system GspH family protein	
USA300HOU_RS06740-MONOMER	USA300HOU_RS06740	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS11445-MONOMER	USA300HOU_RS11445	type B 50S ribosomal protein L31	CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
USA300HOU_RS05365-MONOMER	USA300HOU_RS05365	ECF transporter S component	CCI-PM-BAC-POS-GP
USA300HOU_RS09895-MONOMER	USA300HOU_RS09895	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13325-MONOMER	USA300HOU_RS13325	type II toxin-antitoxin system Phd/YefM family antitoxin	
USA300HOU_RS11055-MONOMER	USA300HOU_RS11055	hypothetical protein	
USA300HOU_RS11300-MONOMER	USA300HOU_RS11300	hydroxyethylthiazole kinase	
USA300HOU_RS07645-MONOMER	USA300HOU_RS07645	Panton-Valentine bi-component leukocidin subunit F	CCI-EXTRACELLULAR-GP
USA300HOU_RS14655-MONOMER	USA300HOU_RS14655	peptide resistance ABC transporter permease subunit VraE	CCI-PM-BAC-POS-GP
USA300HOU_RS04695-MONOMER	USA300HOU_RS04695	Na+/H+ antiporter Mnh1 subunit F	CCI-PM-BAC-POS-GP
USA300HOU_RS01470-MONOMER	USA300HOU_RS01470	DUF5079 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05875-MONOMER	USA300HOU_RS05875	hypothetical protein	
USA300HOU_RS08900-MONOMER	USA300HOU_RS08900	50S ribosomal protein L35	CCI-CYTOSOL-GP
USA300HOU_RS08505-MONOMER	USA300HOU_RS08505	shikimate dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS06255-MONOMER	USA300HOU_RS06255	ribosome biogenesis GTPase YlqF	CCI-CYTOSOL-GP
USA300HOU_RS00875-MONOMER	USA300HOU_RS00875	type 8 capsular polysaccharide synthesis protein Cap8P	CCI-CYTOSOL-GP
USA300HOU_RS04800-MONOMER	USA300HOU_RS04800	helicase-exonuclease AddAB subunit AddA	CCI-CYTOSOL-GP
USA300HOU_RS13750-MONOMER	USA300HOU_RS13750	alpha/beta hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS11625-MONOMER	USA300HOU_RS11625	glutamine--fructose-6-phosphate transaminase (isomerizing)	CCI-CYTOSOL-GP
USA300HOU_RS14945-MONOMER	USA300HOU_RS14945	IS6 family transposase	
USA300HOU_RS07650-MONOMER	USA300HOU_RS07650	Panton-Valentine bi-component leukocidin subunit S	CCI-EXTRACELLULAR-GP
USA300HOU_RS00600-MONOMER	USA300HOU_RS00600	staphyloferrin B ABC transporter substrate-binding protein SirA	CCI-PM-BAC-POS-GP
USA300HOU_RS09005-MONOMER	USA300HOU_RS09005	pyruvate kinase	CCI-CYTOSOL-GP
USA300HOU_RS07250-MONOMER	USA300HOU_RS07250	GNAT family N-acetyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS12460-MONOMER	USA300HOU_RS12460	DUF4870 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07715-MONOMER	USA300HOU_RS07715	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS02350-MONOMER	USA300HOU_RS02350	NUDIX domain-containing protein	CCI-CYTOSOL-GP
CPLX2KSB-68	USA300HOU_RS04415 // USA300HOU_RS04410 // USA300HOU_RS04405	methionine ABC transporter	
USA300HOU_RS01315-MONOMER	USA300HOU_RS01315	CDP-glycerol glycerophosphotransferase family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08390-MONOMER	USA300HOU_RS08390	flotillin-like protein FloA	CCI-CYTOSOL-GP
USA300HOU_RS15710-MONOMER	USA300HOU_RS15710	phenol-soluble modulin PSM-alpha-4	
USA300HOU_RS05710-MONOMER	USA300HOU_RS05710	CvpA family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05200-MONOMER	USA300HOU_RS05200	1,4-dihydroxy-2-naphthoyl-CoA synthase	CCI-CYTOSOL-GP
USA300HOU_RS07040-MONOMER	USA300HOU_RS07040	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14660-MONOMER	USA300HOU_RS14660	peptide resistance ABC transporter activity modulator VraH	CCI-PM-BAC-POS-GP
USA300HOU_RS08430-MONOMER	USA300HOU_RS08430	nucleotide exchange factor GrpE	CCI-CYTOSOL-GP
USA300HOU_RS12180-MONOMER	USA300HOU_RS12180	30S ribosomal protein S10	CCI-CYTOSOL-GP
USA300HOU_RS02195-MONOMER	USA300HOU_RS02195	tandem-type lipoprotein Lpl1	
USA300HOU_RS12845-MONOMER	USA300HOU_RS12845	DUF2871 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07555-MONOMER	USA300HOU_RS07555	hypothetical protein	
USA300HOU_RS07655-MONOMER	USA300HOU_RS07655	N-acetylmuramoyl-L-alanine amidase	
USA300HOU_RS03390-MONOMER	USA300HOU_RS03390	Na+/H+ antiporter Mnh2 subunit C	CCI-PM-BAC-POS-GP
USA300HOU_RS00605-MONOMER	USA300HOU_RS00605	2,3-diaminopropionate biosynthesis protein SbnA	CCI-CYTOSOL-GP
USA300HOU_RS04315-MONOMER	USA300HOU_RS04315	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01925-MONOMER	USA300HOU_RS01925	redox-regulated ATPase YchF	CCI-CYTOSOL-GP
USA300HOU_RS03040-MONOMER	USA300HOU_RS03040	uracil-DNA glycosylase	CCI-CYTOSOL-GP
USA300HOU_RS14305-MONOMER	USA300HOU_RS14305	carbamate kinase	CCI-CYTOSOL-GP
USA300HOU_RS06035-MONOMER	USA300HOU_RS06035	dihydroorotase	CCI-CYTOSOL-GP
USA300HOU_RS10365-MONOMER	USA300HOU_RS10365	cysteine protease staphopain A	CCI-EXTRACELLULAR-GP
USA300HOU_RS11355-MONOMER	USA300HOU_RS11355	F0F1 ATP synthase subunit epsilon	CCI-CYTOSOL-GP
USA300HOU_RS01950-MONOMER	USA300HOU_RS01950	Abi family protein	
USA300HOU_RS01755-MONOMER	USA300HOU_RS01755	PTS sugar transporter subunit IIB	CCI-CYTOSOL-GP
USA300HOU_RS09165-MONOMER	USA300HOU_RS09165	1-acyl-sn-glycerol-3-phosphate acyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS12030-MONOMER	USA300HOU_RS12030	energy-coupling factor transporter ATPase	CCI-PM-BAC-POS-GP
USA300HOU_RS05375-MONOMER	USA300HOU_RS05375	glycopeptide resistance-associated protein GraF	
USA300HOU_RS10695-MONOMER	USA300HOU_RS10695	DUF1514 family protein	
USA300HOU_RS13330-MONOMER	USA300HOU_RS13330	hypothetical protein	
USA300HOU_RS10220-MONOMER	USA300HOU_RS10220	two-component system response regulator VraR	CCI-CYTOSOL-GP
USA300HOU_RS09245-MONOMER	USA300HOU_RS09245	UDP-N-acetylmuramate--L-alanine ligase	CCI-CYTOSOL-GP
USA300HOU_RS03690-MONOMER	USA300HOU_RS03690	hypothetical protein	
USA300HOU_RS14670-MONOMER	USA300HOU_RS14670	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS01475-MONOMER	USA300HOU_RS01475	DUF5080 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01320-MONOMER	USA300HOU_RS01320	CDP-glycerol--glycerophosphate glycerophosphotransferase	CCI-PM-BAC-POS-GP
USA300HOU_RS01645-MONOMER	USA300HOU_RS01645	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07660-MONOMER	USA300HOU_RS07660	phage holin	
USA300HOU_RS03200-MONOMER	USA300HOU_RS03200	GNAT family N-acetyltransferase	
USA300HOU_RS02110-MONOMER	USA300HOU_RS02110	superantigen-like protein SSL2	CCI-EXTRACELLULAR-GP
USA300HOU_RS03495-MONOMER	USA300HOU_RS03495	YitT family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13755-MONOMER	USA300HOU_RS13755	thioredoxin family protein	CCI-CYTOSOL-GP
USA300HOU_RS11630-MONOMER	USA300HOU_RS11630	PTS mannitol transporter subunit IICB	CCI-PM-BAC-POS-GP
USA300HOU_RS14310-MONOMER	USA300HOU_RS14310	arginine-ornithine antiporter	CCI-PM-BAC-POS-GP
USA300HOU_RS03475-MONOMER	USA300HOU_RS03475	penicillin-binding protein PBP4	CCI-PM-BAC-POS-GP
USA300HOU_RS12465-MONOMER	USA300HOU_RS12465	CHAP domain-containing protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS04990-MONOMER	USA300HOU_RS04990	NAD kinase	CCI-CYTOSOL-GP
USA300HOU_RS04015-MONOMER	USA300HOU_RS04015	glycerate kinase	CCI-CYTOSOL-GP
CPLX2KSB-67	USA300HOU_RS03905 // USA300HOU_RS03900	ABC transporter	
USA300HOU_RS06745-MONOMER	USA300HOU_RS06745	aspartate kinase	CCI-CYTOSOL-GP
USA300HOU_RS05380-MONOMER	USA300HOU_RS05380	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10490-MONOMER	USA300HOU_RS10490	phenol-soluble modulin export ABC transporter permease subunit PmtB	CCI-PM-BAC-POS-GP
USA300HOU_RS06495-MONOMER	USA300HOU_RS06495	2-oxoacid:acceptor oxidoreductase subunit alpha	CCI-CYTOSOL-GP
USA300HOU_RS11290-MONOMER	USA300HOU_RS11290	membrane protein insertase YidC	CCI-PM-BAC-POS-GP
USA300HOU_RS07045-MONOMER	USA300HOU_RS07045	oligoendopeptidase F	CCI-CYTOSOL-GP
USA300HOU_RS14675-MONOMER	USA300HOU_RS14675	peptide resistance ABC transporter activity modulator VraH	CCI-PM-BAC-POS-GP
USA300HOU_RS00610-MONOMER	USA300HOU_RS00610	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase SbnB	CCI-CYTOSOL-GP
USA300HOU_RS01325-MONOMER	USA300HOU_RS01325	D-ribitol-5-phosphate cytidylyltransferase	
USA300HOU_RS04555-MONOMER	USA300HOU_RS04555	nitronate monooxygenase family protein	CCI-CYTOSOL-GP
USA300HOU_RS07665-MONOMER	USA300HOU_RS07665	DUF2951 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01905-MONOMER	USA300HOU_RS01905	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	CCI-CYTOSOL-GP
USA300HOU_RS13760-MONOMER	USA300HOU_RS13760	acyl-CoA thioesterase	CCI-CYTOSOL-GP
USA300HOU_RS00060-MONOMER	USA300HOU_RS00060	alpha/beta fold hydrolase family protein	CCI-CYTOSOL-GP
USA300HOU_RS09010-MONOMER	USA300HOU_RS09010	6-phosphofructokinase	CCI-CYTOSOL-GP
USA300HOU_RS04320-MONOMER	USA300HOU_RS04320	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10910-MONOMER	USA300HOU_RS10910	terminase small subunit	CCI-CYTOSOL-GP
USA300HOU_RS14315-MONOMER	USA300HOU_RS14315	ornithine carbamoyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS07255-MONOMER	USA300HOU_RS07255	S41 family peptidase	CCI-PM-BAC-POS-GP
USA300HOU_RS00615-MONOMER	USA300HOU_RS00615	staphyloferrin B biosynthesis protein SbnC	CCI-PM-BAC-POS-GP
USA300HOU_RS01330-MONOMER	USA300HOU_RS01330	ribitol-5-phosphate dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS14830-MONOMER	USA300HOU_RS14830	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS05120-MONOMER	USA300HOU_RS05120	hypothetical protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS10435-MONOMER	USA300HOU_RS10435	aldehyde dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS01335-MONOMER	USA300HOU_RS01335	CDP-glycerol glycerophosphotransferase family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10150-MONOMER	USA300HOU_RS10150	membrane protein	CCI-PM-BAC-POS-GP
USA300HOU_RS00080-MONOMER	USA300HOU_RS00080	replicative DNA helicase	CCI-CYTOSOL-GP
USA300HOU_RS13335-MONOMER	USA300HOU_RS13335	DUF1307 domain-containing protein	
USA300HOU_RS09445-MONOMER	USA300HOU_RS09445	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS15895-MONOMER	USA300HOU_RS15895	hypothetical protein	
USA300HOU_RS14680-MONOMER	USA300HOU_RS14680	cold-shock protein	CCI-CYTOSOL-GP
USA300HOU_RS04805-MONOMER	USA300HOU_RS04805	fumarylacetoacetate hydrolase family protein	CCI-CYTOSOL-GP
USA300HOU_RS07670-MONOMER	USA300HOU_RS07670	XkdX family protein	CCI-CYTOSOL-GP
USA300HOU_RS04700-MONOMER	USA300HOU_RS04700	Na+/H+ antiporter Mnh1 subunit E	CCI-PM-BAC-POS-GP
USA300HOU_RS03205-MONOMER	USA300HOU_RS03205	HD domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS04440-MONOMER	USA300HOU_RS04440	helix-turn-helix transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS13765-MONOMER	USA300HOU_RS13765	glucose-specific PTS transporter subunit IIBC	CCI-PM-BAC-POS-GP
USA300HOU_RS11635-MONOMER	USA300HOU_RS11635	BglG family transcription antiterminator	CCI-CYTOSOL-GP
USA300HOU_RS00350-MONOMER	USA300HOU_RS00350	alpha/beta hydrolase	
USA300HOU_RS00065-MONOMER	USA300HOU_RS00065	YybS family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS02560-MONOMER	USA300HOU_RS02560	ribose-phosphate diphosphokinase	CCI-CYTOSOL-GP
USA300HOU_RS14320-MONOMER	USA300HOU_RS14320	arginine deiminase	CCI-CYTOSOL-GP
USA300HOU_RS07265-MONOMER	USA300HOU_RS07265	YozE family protein	
USA300HOU_RS12475-MONOMER	USA300HOU_RS12475	2-hydroxyacid dehydrogenase family protein	CCI-CYTOSOL-GP
USA300HOU_RS11060-MONOMER	USA300HOU_RS11060	dihydroxy-acid dehydratase	CCI-CYTOSOL-GP
USA300HOU_RS04530-MONOMER	USA300HOU_RS04530	SUF system NifU family Fe-S cluster assembly protein	CCI-CYTOSOL-GP
USA300HOU_RS01845-MONOMER	USA300HOU_RS01845	DUF1398 family protein	
CPLX2KSB-66	USA300HOU_RS03580 // USA300HOU_RS03575	ABC transporter	
USA300HOU_RS06750-MONOMER	USA300HOU_RS06750	homoserine dehydrogenase	
USA300HOU_RS05715-MONOMER	USA300HOU_RS05715	DNA polymerase/3'-5' exonuclease PolX	CCI-CYTOSOL-GP
USA300HOU_RS05385-MONOMER	USA300HOU_RS05385	class I SAM-dependent rRNA methyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS05205-MONOMER	USA300HOU_RS05205	staphostatin B	CCI-CYTOSOL-GP
USA300HOU_RS15050-MONOMER	USA300HOU_RS15050	phenol-soluble modulin PSM-alpha-3	
USA300HOU_RS07050-MONOMER	USA300HOU_RS07050	phosphate signaling complex protein PhoU	CCI-CYTOSOL-GP
USA300HOU_RS14685-MONOMER	USA300HOU_RS14685	helix-turn-helix domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10225-MONOMER	USA300HOU_RS10225	sensor histidine kinase	CCI-PM-BAC-POS-GP
USA300HOU_RS12625-MONOMER	USA300HOU_RS12625	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	CCI-CYTOSOL-GP
USA300HOU_RS07675-MONOMER	USA300HOU_RS07675	DUF2977 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS14765-MONOMER	USA300HOU_RS14765	penicillin-hydrolyzing class A beta-lactamase BlaZ	CCI-CW-BAC-POS-GP
USA300HOU_RS10375-MONOMER	USA300HOU_RS10375	NETI motif-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS12185-MONOMER	USA300HOU_RS12185	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08380-MONOMER	USA300HOU_RS08380	PhoH family protein	CCI-CYTOSOL-GP
USA300HOU_RS12855-MONOMER	USA300HOU_RS12855	YhgE/Pip domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01760-MONOMER	USA300HOU_RS01760	PTS sugar transporter subunit IIA	CCI-CYTOSOL-GP
USA300HOU_RS13770-MONOMER	USA300HOU_RS13770	pyruvate oxidase	CCI-PM-BAC-POS-GP
USA300HOU_RS11640-MONOMER	USA300HOU_RS11640	PTS sugar transporter subunit IIA	CCI-CYTOSOL-GP
USA300HOU_RS03395-MONOMER	USA300HOU_RS03395	Na+/H+ antiporter Mnh2 subunit D	CCI-PM-BAC-POS-GP
USA300HOU_RS03045-MONOMER	USA300HOU_RS03045	DUF5327 family protein	
USA300HOU_RS14325-MONOMER	USA300HOU_RS14325	hypothetical protein	
USA300HOU_RS15500-MONOMER	USA300HOU_RS15500	hypothetical protein	
USA300HOU_RS01345-MONOMER	USA300HOU_RS01345	iron-sulfur cluster repair di-iron protein ScdA	CCI-CYTOSOL-GP
USA300HOU_RS15975-MONOMER	USA300HOU_RS15975	hypothetical protein	
USA300HOU_RS08835-MONOMER	USA300HOU_RS08835	porphobilinogen synthase	CCI-CYTOSOL-GP
USA300HOU_RS01480-MONOMER	USA300HOU_RS01480	CHAP domain-containing protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS12035-MONOMER	USA300HOU_RS12035	energy-coupling factor transporter ATPase	CCI-PM-BAC-POS-GP
USA300HOU_RS10100-MONOMER	USA300HOU_RS10100	phosphoglycerate dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS00070-MONOMER	USA300HOU_RS00070	cyclic-di-AMP phosphodiesterase GdpP	CCI-CYTOSOL-GP
USA300HOU_RS08200-MONOMER	USA300HOU_RS08200	aminomethyl-transferring glycine dehydrogenase subunit GcvPA	CCI-CYTOSOL-GP
USA300HOU_RS11295-MONOMER	USA300HOU_RS11295	thiamine phosphate synthase	CCI-CYTOSOL-GP
USA300HOU_RS07055-MONOMER	USA300HOU_RS07055	phosphate ABC transporter ATP-binding protein PstB	CCI-PM-BAC-POS-GP
USA300HOU_RS03695-MONOMER	USA300HOU_RS03695	undecaprenyl-diphosphate phosphatase	CCI-PM-BAC-POS-GP
USA300HOU_RS14690-MONOMER	USA300HOU_RS14690	DUF3147 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07680-MONOMER	USA300HOU_RS07680	BppU family phage baseplate upper protein	CCI-CYTOSOL-GP
USA300HOU_RS04810-MONOMER	USA300HOU_RS04810	YisL family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08510-MONOMER	USA300HOU_RS08510	ribosome biogenesis GTPase YqeH	CCI-CYTOSOL-GP
USA300HOU_RS02125-MONOMER	USA300HOU_RS02125	superantigen-like protein SSL4	CCI-EXTRACELLULAR-GP
USA300HOU_RS13775-MONOMER	USA300HOU_RS13775	LrgB family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS02570-MONOMER	USA300HOU_RS02570	50S ribosomal protein L25/general stress protein Ctc	CCI-CYTOSOL-GP
USA300HOU_RS04325-MONOMER	USA300HOU_RS04325	sterile alpha motif-like domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10915-MONOMER	USA300HOU_RS10915	hypothetical protein	
USA300HOU_RS14330-MONOMER	USA300HOU_RS14330	arginine repressor	CCI-CYTOSOL-GP
USA300HOU_RS12480-MONOMER	USA300HOU_RS12480	FAD-dependent monooxygenase	CCI-CYTOSOL-GP
USA300HOU_RS00620-MONOMER	USA300HOU_RS00620	staphyloferrin B export MFS transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS09250-MONOMER	USA300HOU_RS09250	DNA translocase FtsK	CCI-PM-BAC-POS-GP
USA300HOU_RS04995-MONOMER	USA300HOU_RS04995	RluA family pseudouridine synthase	CCI-CYTOSOL-GP
CPLX2KSB-65	USA300HOU_RS14565 // USA300HOU_RS14570	ABC transporter	
USA300HOU_RS06755-MONOMER	USA300HOU_RS06755	threonine synthase	CCI-CYTOSOL-GP
USA300HOU_RS05390-MONOMER	USA300HOU_RS05390	hypothetical protein	
USA300HOU_RS00075-MONOMER	USA300HOU_RS00075	50S ribosomal protein L9	CCI-CYTOSOL-GP
USA300HOU_RS06500-MONOMER	USA300HOU_RS06500	2-oxoacid:ferredoxin oxidoreductase subunit beta	CCI-CYTOSOL-GP
USA300HOU_RS15715-MONOMER	USA300HOU_RS15715	phenol-soluble modulin PSM-alpha-2	
USA300HOU_RS14695-MONOMER	USA300HOU_RS14695	DUF3147 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS00625-MONOMER	USA300HOU_RS00625	L-2,3-diaminopropanoate--citrate ligase SbnE	CCI-CYTOSOL-GP
USA300HOU_RS06125-MONOMER	USA300HOU_RS06125	protein-serine/threonine phosphatase Stp1	CCI-CYTOSOL-GP
USA300HOU_RS01350-MONOMER	USA300HOU_RS01350	sensor histidine kinase	CCI-PM-BAC-POS-GP
USA300HOU_RS12190-MONOMER	USA300HOU_RS12190	NCS2 family permease	CCI-PM-BAC-POS-GP
USA300HOU_RS01660-MONOMER	USA300HOU_RS01660	pseudouridine-5'-phosphate glycosidase	CCI-CYTOSOL-GP
USA300HOU_RS13780-MONOMER	USA300HOU_RS13780	holin-like murein hydrolase modulator CidA	CCI-PM-BAC-POS-GP
USA300HOU_RS11645-MONOMER	USA300HOU_RS11645	mannitol-1-phosphate 5-dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS00355-MONOMER	USA300HOU_RS00355	IS110 family transposase	
USA300HOU_RS03400-MONOMER	USA300HOU_RS03400	Na+/H+ antiporter Mnh2 subunit E	CCI-PM-BAC-POS-GP
USA300HOU_RS07685-MONOMER	USA300HOU_RS07685	minor structural protein	CCI-CYTOSOL-GP
USA300HOU_RS09100-MONOMER	USA300HOU_RS09100	cysteine desulfurase	
USA300HOU_RS14335-MONOMER	USA300HOU_RS14335	zinc metalloproteinase aureolysin	CCI-EXTRACELLULAR-GP
